Detection_date,Detection_time,Tag_ID,Signal_strength,Connection,Session_date,Session_time
04-Apr-2015,11:26:07.092,F3FE FB9D,2F,DF,04-Apr-2015,11:26:06.519
04-Apr-2015,11:26:43.144,34D5 31D3,33,61,04-Apr-2015,11:26:06.519
04-Apr-2015,11:26:45.131,52D5 AACC,C7,C8,04-Apr-2015,11:26:06.519
04-Apr-2015,11:27:48.330,5000 0000,C7,9B,04-Apr-2015,11:26:06.519
04-Apr-2015,11:28:18.992,52D5 AACC,C8,CB,04-Apr-2015,11:26:06.519
04-Apr-2015,11:28:20.981,52D5 AACC,C8,B6,04-Apr-2015,11:26:06.519
04-Apr-2015,11:28:24.451,52D5 AA00,D1,94,04-Apr-2015,11:26:06.519
04-Apr-2015,11:28:32.414,52D5 AACC,C4,E1,04-Apr-2015,11:26:06.519
04-Apr-2015,11:28:34.402,52D5 AA8C,C4,E3,04-Apr-2015,11:26:06.519
04-Apr-2015,11:28:36.385,52D5 AA00,CB,9C,04-Apr-2015,11:26:06.519
04-Apr-2015,11:28:45.655,CCCC 1226,C2,D4,04-Apr-2015,11:26:06.519
04-Apr-2015,11:28:49.633,52D5 AACC,C4,D5,04-Apr-2015,11:26:06.519
04-Apr-2015,11:29:05.457,52D5 8000,C3,B6,04-Apr-2015,11:26:06.519
04-Apr-2015,11:29:17.916,52D4 0000,C6,AD,04-Apr-2015,11:26:06.519
04-Apr-2015,11:29:28.251,C800 0000,C3,A2,04-Apr-2015,11:26:06.519
04-Apr-2015,11:29:30.700,CCC8 1206,C2,D3,04-Apr-2015,11:26:06.519
04-Apr-2015,11:29:32.256,52D5 AACC,D9,89,04-Apr-2015,11:26:06.519
04-Apr-2015,11:29:36.670,CCCC 1226,D0,8C,04-Apr-2015,11:26:06.519
04-Apr-2015,11:29:40.646,52D5 AACC,CB,B0,04-Apr-2015,11:26:06.519
04-Apr-2015,11:30:53.617,52D5 AACC,C6,BF,04-Apr-2015,11:26:06.519
04-Apr-2015,11:31:38.134,CCCC 1206,C4,CC,04-Apr-2015,11:26:06.519
04-Apr-2015,11:32:43.930,CCCC 1226,CC,AE,04-Apr-2015,11:26:06.519
04-Apr-2015,11:32:45.917,52D5 AACC,C4,D6,04-Apr-2015,11:26:06.519
04-Apr-2015,11:35:01.414,52C0 0000,C6,A9,04-Apr-2015,11:26:06.519
04-Apr-2015,11:35:04.959,5555 2A55,C7,B2,04-Apr-2015,11:26:06.519
04-Apr-2015,11:35:06.949,52D5 AA88,C2,EA,04-Apr-2015,11:26:06.519
04-Apr-2015,11:35:10.925,52D5 AACC,CB,AB,04-Apr-2015,11:26:06.519
04-Apr-2015,11:35:26.046,52D5 AACC,CE,A3,04-Apr-2015,11:26:06.519
04-Apr-2015,11:35:28.045,CCCC 1226,D1,8A,04-Apr-2015,11:26:06.519
04-Apr-2015,11:35:32.593,C800 0000,D2,83,04-Apr-2015,11:26:06.519
04-Apr-2015,11:35:34.582,52D5 AACC,C7,C9,04-Apr-2015,11:26:06.519
04-Apr-2015,11:35:38.560,52D5 AACC,C7,BE,04-Apr-2015,11:26:06.519
04-Apr-2015,11:35:43.805,52D5 AACC,DE,8B,04-Apr-2015,11:26:06.519
04-Apr-2015,11:35:45.794,52D5 AACC,C7,D0,04-Apr-2015,11:26:06.519
04-Apr-2015,11:35:56.679,52D5 AACC,D7,90,04-Apr-2015,11:26:06.519
04-Apr-2015,11:36:11.696,CCCC 1226,C7,C0,04-Apr-2015,11:26:06.519
04-Apr-2015,11:36:13.687,52D5 AACC,C8,DD,04-Apr-2015,11:26:06.519
04-Apr-2015,11:36:15.678,52D5 AACC,C6,DA,04-Apr-2015,11:26:06.519
04-Apr-2015,11:36:17.670,52D5 AACC,D3,8C,04-Apr-2015,11:26:06.519
04-Apr-2015,11:36:19.660,52D5 AACC,D3,8C,04-Apr-2015,11:26:06.519
04-Apr-2015,11:37:08.831,52D5 AACC,DA,8B,04-Apr-2015,11:26:06.519
04-Apr-2015,11:37:10.821,52D5 AACC,CE,A2,04-Apr-2015,11:26:06.519
04-Apr-2015,11:37:12.811,52D5 AACC,D1,8E,04-Apr-2015,11:26:06.519
04-Apr-2015,11:38:03.518,52D5 AACC,D1,88,04-Apr-2015,11:26:06.519
04-Apr-2015,11:38:05.508,52D1 AACC,C5,DE,04-Apr-2015,11:26:06.519
04-Apr-2015,11:38:11.476,52D5 AACC,C4,DE,04-Apr-2015,11:26:06.519
04-Apr-2015,11:38:14.204,52D5 AACC,D4,8A,04-Apr-2015,11:26:06.519
04-Apr-2015,11:38:16.209,CCCC 1226,CE,90,04-Apr-2015,11:26:06.519
04-Apr-2015,11:38:18.215,CCCC 1226,CB,A0,04-Apr-2015,11:26:06.519
04-Apr-2015,11:38:22.228,CCCC 1226,CC,96,04-Apr-2015,11:26:06.519
04-Apr-2015,11:38:28.276,CCCC 1226,C6,CC,04-Apr-2015,11:26:06.519
04-Apr-2015,11:38:30.656,CCCC 1226,CE,8B,04-Apr-2015,11:26:06.519
04-Apr-2015,11:38:32.610,52D5 AACC,CC,9E,04-Apr-2015,11:26:06.519
04-Apr-2015,11:38:34.258,52D5 AACC,CF,8E,04-Apr-2015,11:26:06.519
04-Apr-2015,11:38:38.261,CCCC 1226,CC,95,04-Apr-2015,11:26:06.519
04-Apr-2015,11:43:22.118,CCCC 1226,CB,AC,04-Apr-2015,11:26:06.519
04-Apr-2015,11:43:24.106,52D5 AACC,D0,8E,04-Apr-2015,11:26:06.519
04-Apr-2015,11:43:47.791,52D5 A800,C9,B1,04-Apr-2015,11:26:06.519
04-Apr-2015,11:44:03.311,52D5 AAC8,C7,EA,04-Apr-2015,11:26:06.519
04-Apr-2015,11:44:53.651,CCCC 1226,C4,CA,04-Apr-2015,11:26:06.519
04-Apr-2015,11:44:55.641,52D5 AACC,C6,D3,04-Apr-2015,11:26:06.519
04-Apr-2015,11:45:01.607,52D5 8ACC,C4,EC,04-Apr-2015,11:26:06.519
04-Apr-2015,11:45:03.596,52D5 AACC,C5,E4,04-Apr-2015,11:26:06.519
04-Apr-2015,11:45:07.572,52D5 AACC,CD,9D,04-Apr-2015,11:26:06.519
04-Apr-2015,11:45:13.541,52D5 AACC,C8,C0,04-Apr-2015,11:26:06.519
04-Apr-2015,11:45:17.518,52D5 AACC,CA,C3,04-Apr-2015,11:26:06.519
04-Apr-2015,11:45:21.496,52D5 AACC,CD,9B,04-Apr-2015,11:26:06.519
04-Apr-2015,11:45:25.473,52D5 AACC,C5,DA,04-Apr-2015,11:26:06.519
04-Apr-2015,11:45:27.461,52D5 AACC,C7,C3,04-Apr-2015,11:26:06.519
04-Apr-2015,11:50:08.443,52D5 AACC,CE,94,04-Apr-2015,11:26:06.519
04-Apr-2015,11:50:12.366,5555 2A55,CD,9D,04-Apr-2015,11:26:06.519
04-Apr-2015,11:50:23.332,5555 2A55,C6,CA,04-Apr-2015,11:26:06.519
04-Apr-2015,11:50:27.256,5555 2A55,C6,BD,04-Apr-2015,11:26:06.519
04-Apr-2015,11:51:30.975,5555 2A55,CF,93,04-Apr-2015,11:26:06.519
04-Apr-2015,11:54:24.167,52D4 AACC,C3,E4,04-Apr-2015,11:26:06.519
04-Apr-2015,11:54:30.601,52D5 AACC,C8,B9,04-Apr-2015,11:26:06.519
04-Apr-2015,11:54:44.741,CCCC 1226,C5,C1,04-Apr-2015,11:26:06.519
04-Apr-2015,11:54:57.700,52D5 AACC,CC,A4,04-Apr-2015,11:26:06.519
04-Apr-2015,11:55:08.097,4CCC 1226,C5,D5,04-Apr-2015,11:26:06.519
04-Apr-2015,11:55:10.084,52D5 AA4C,C4,E5,04-Apr-2015,11:26:06.519
04-Apr-2015,11:55:25.850,52C0 0000,C9,97,04-Apr-2015,11:26:06.519
04-Apr-2015,11:58:14.230,52D4 AAC4,C3,EE,04-Apr-2015,11:26:06.519
04-Apr-2015,11:58:40.980,52D5 AACC,C5,CE,04-Apr-2015,11:26:06.519
04-Apr-2015,11:58:46.948,52D5 AACC,C8,B7,04-Apr-2015,11:26:06.519
04-Apr-2015,11:58:52.130,52D5 AACC,C8,C8,04-Apr-2015,11:26:06.519
04-Apr-2015,11:58:56.133,CCCC 1226,CC,94,04-Apr-2015,11:26:06.519
04-Apr-2015,11:58:58.883,CC8C 0000,C6,B2,04-Apr-2015,11:26:06.519
04-Apr-2015,12:00:34.463,52D5 A000,CD,A0,04-Apr-2015,11:26:06.519
04-Apr-2015,12:05:26.191,CCCC 1226,C7,C5,04-Apr-2015,11:26:06.519
04-Apr-2015,12:05:53.493,52D5 AACC,D1,93,04-Apr-2015,11:26:06.519
04-Apr-2015,12:08:50.391,52D5 AACC,CF,97,04-Apr-2015,11:26:06.519
04-Apr-2015,12:13:49.679,52D5 AACC,CA,C4,04-Apr-2015,11:26:06.519
04-Apr-2015,12:14:36.645,52D5 AAC8,C5,DF,04-Apr-2015,11:26:06.519
04-Apr-2015,12:14:38.633,52D5 AACC,D2,8B,04-Apr-2015,11:26:06.519
04-Apr-2015,12:14:49.943,52D5 AACC,D0,90,04-Apr-2015,11:26:06.519
04-Apr-2015,12:17:06.936,52D5 AACC,C9,C2,04-Apr-2015,11:26:06.519
04-Apr-2015,12:22:53.688,52D5 AACC,C5,C5,04-Apr-2015,11:26:06.519
04-Apr-2015,12:23:08.504,52D5 AACC,C8,B8,04-Apr-2015,11:26:06.519
04-Apr-2015,12:23:20.600,52D5 AACC,C9,B6,04-Apr-2015,11:26:06.519
04-Apr-2015,12:24:50.977,5295 A0C4,C2,EC,04-Apr-2015,11:26:06.519
04-Apr-2015,12:25:22.470,52D5 AACC,CA,BB,04-Apr-2015,11:26:06.519
04-Apr-2015,12:27:07.675,52D5 AACC,CF,90,04-Apr-2015,11:26:06.519
04-Apr-2015,12:27:09.662,52D5 AACC,CD,A4,04-Apr-2015,11:26:06.519
04-Apr-2015,12:27:30.539,52D0 0000,C7,A7,04-Apr-2015,11:26:06.519
04-Apr-2015,12:27:32.527,52D5 AACC,D6,88,04-Apr-2015,11:26:06.519
04-Apr-2015,12:27:49.061,52D5 AACC,D4,8B,04-Apr-2015,11:26:06.519
04-Apr-2015,12:28:26.233,52D5 AACC,C6,D5,04-Apr-2015,11:26:06.519
04-Apr-2015,12:28:47.903,12C5 AACC,C3,EA,04-Apr-2015,11:26:06.519
04-Apr-2015,12:29:01.953,52D5 AACC,CC,A7,04-Apr-2015,11:26:06.519
04-Apr-2015,12:29:16.498,52D5 AACC,CA,A5,04-Apr-2015,11:26:06.519
04-Apr-2015,12:30:06.793,5400 0000,C3,A3,04-Apr-2015,11:26:06.519
04-Apr-2015,12:30:39.802,52D5 AACC,C3,DF,04-Apr-2015,11:26:06.519
04-Apr-2015,12:30:41.791,52D5 AACC,D3,8F,04-Apr-2015,11:26:06.519
04-Apr-2015,12:30:43.779,52D5 AACC,D4,8E,04-Apr-2015,11:26:06.519
04-Apr-2015,12:30:52.924,52D5 AAC0,D7,91,04-Apr-2015,11:26:06.519
04-Apr-2015,12:47:18.800,52D5 A2CC,C5,EB,04-Apr-2015,11:26:06.519
04-Apr-2015,12:47:20.792,52D5 AACC,C5,E7,04-Apr-2015,11:26:06.519
04-Apr-2015,12:47:22.784,52D5 AACC,CA,B0,04-Apr-2015,11:26:06.519
04-Apr-2015,12:47:24.773,52D5 AACC,C8,BF,04-Apr-2015,11:26:06.519
04-Apr-2015,12:47:26.761,52D5 AACC,C9,B1,04-Apr-2015,11:26:06.519
04-Apr-2015,12:48:28.822,52D5 8000,C5,B8,04-Apr-2015,11:26:06.519
04-Apr-2015,12:51:00.846,52D5 AACC,C5,D2,04-Apr-2015,11:26:06.519
04-Apr-2015,12:52:40.481,5055 2ACC,C6,EA,04-Apr-2015,11:26:06.519
04-Apr-2015,12:54:07.394,52D5 A000,CA,A7,04-Apr-2015,11:26:06.519
04-Apr-2015,12:54:09.386,52D5 AACC,CD,A7,04-Apr-2015,11:26:06.519
04-Apr-2015,12:54:11.374,52D5 AACC,C8,B8,04-Apr-2015,11:26:06.519
04-Apr-2015,12:57:48.763,52D5 8000,C6,BE,04-Apr-2015,11:26:06.519
04-Apr-2015,12:58:00.708,50D5 AACC,C5,E5,04-Apr-2015,11:26:06.519
04-Apr-2015,12:58:16.634,52D5 AACC,CB,A2,04-Apr-2015,11:26:06.519
04-Apr-2015,12:58:18.625,52D5 AACC,C6,D4,04-Apr-2015,11:26:06.519
04-Apr-2015,12:58:22.607,52D5 AACC,CD,AF,04-Apr-2015,11:26:06.519
04-Apr-2015,12:58:24.597,52D5 AACC,CA,C5,04-Apr-2015,11:26:06.519
04-Apr-2015,12:58:28.579,52D5 AACC,C6,D3,04-Apr-2015,11:26:06.519
04-Apr-2015,12:58:30.570,52D5 AACC,C9,B3,04-Apr-2015,11:26:06.519
04-Apr-2015,12:58:32.560,52D5 AACC,D2,8A,04-Apr-2015,11:26:06.519
04-Apr-2015,12:58:36.543,52D5 AACC,C8,C6,04-Apr-2015,11:26:06.519
04-Apr-2015,12:58:38.534,52D5 AACC,CB,AF,04-Apr-2015,11:26:06.519
04-Apr-2015,12:58:42.514,52D5 AACC,CA,AF,04-Apr-2015,11:26:06.519
04-Apr-2015,12:58:44.505,52D5 AACC,D4,86,04-Apr-2015,11:26:06.519
04-Apr-2015,12:58:48.483,52D5 AACC,CF,8F,04-Apr-2015,11:26:06.519
04-Apr-2015,12:58:52.035,52D0 0000,C7,A5,04-Apr-2015,11:26:06.519
04-Apr-2015,12:58:54.023,52D5 AACC,CE,8D,04-Apr-2015,11:26:06.519
04-Apr-2015,12:58:58.001,52D5 AACC,CC,B2,04-Apr-2015,11:26:06.519
04-Apr-2015,12:59:03.964,52D5 AACC,D4,88,04-Apr-2015,11:26:06.519
04-Apr-2015,13:02:45.921,52D5 AAC0,C8,B1,04-Apr-2015,11:26:06.519
