
$SESSION,1,V,2015-10-14T12:47:13.513,ASL/16/3937*23
2015-10-14T12:47:13.882,þ€E3B2 21DF EE1B
2015-10-14T13:02:04.201,þÀ04BA 44FF 4CDF
2015-10-14T13:19:27.937,þ€334F FBC0 C7E9
2015-10-14T13:19:28.924,þÀ334B 4B52 CE94
2015-10-15T06:19:20.535,þ€334B 4B52 D0A0
2015-10-15T06:19:21.546,þÀ5566 552D E39E
2015-10-15T06:19:22.556,þ€5566 552D E39E
2015-10-15T06:19:23.564,þÀ5566 552D E1A3
2015-10-15T06:19:29.412,þ€557F FFF8 E29B
2015-10-15T06:19:30.424,þÀ5566 552D E295
2015-10-15T06:19:31.437,þ€5566 552D E08B
2015-10-15T06:19:32.450,þÀ5566 552D E291
2015-10-15T06:19:33.461,þ€5566 552D D899
2015-10-15T11:47:21.086,þÀ5566 552D D296
2015-10-15T11:54:44.704,þ€334B 4B52 CEA4
2015-10-15T12:18:08.876,þÀ334B 4B52 C6D9
2015-10-16T06:44:38.071,þ€334B 4B52 D29B
2015-10-16T06:44:39.057,þÀ334B 4B52 E499
2015-10-16T06:44:40.042,þ€334B 4B52 E596
2015-10-16T06:44:55.704,þÀ3FFF F800 E39F
2015-10-16T06:44:56.691,þ€334B 4B52 E392
2015-10-16T06:44:57.675,þÀ334B 4B52 E394
2015-10-16T06:45:13.383,þ€3FFF E000 E3A1
2015-10-16T06:45:14.370,þÀ334B 4B52 E594
2015-10-16T06:45:15.354,þ€334B 4B52 E498
2015-10-16T06:45:30.210,þÀ33FF FF00 E4A8
2015-10-16T06:45:31.198,þ€334B 4B52 E49A
2015-10-16T06:45:32.182,þÀ334B 4B52 E598
2015-10-16T06:45:47.286,þ€33FF FE00 E399
2015-10-16T06:45:48.273,þÀ334B 4B52 E397
2015-10-16T06:45:49.257,þ€334B 4B52 E395
2015-10-16T06:46:05.834,þÀ3FFF E000 E19B
2015-10-16T06:46:06.821,þ€334B 4B52 E592
2015-10-16T06:46:07.805,þÀ334B 4B52 E499
2015-10-16T06:46:24.321,þ€3FFF E000 E4A4
2015-10-16T06:46:25.308,þÀ334B 4B52 E598
2015-10-16T06:46:26.292,þ€334B 4B52 E591
2015-10-16T06:46:42.548,þÀ3FFF F000 E39A
2015-10-16T06:46:43.535,þ€334B 4B52 E485
2015-10-16T06:46:44.520,þÀ334B 4B52 E392
2015-10-16T06:47:01.151,þ€3FFF E000 E394
2015-10-16T06:47:02.138,þÀ334B 4B52 E59C
2015-10-16T06:47:03.122,þ€334B 4B52 E393
2015-10-16T06:47:21.421,þÀE000 0000 E392
2015-10-16T06:47:22.408,þ€334B 4B52 E598
2015-10-16T06:47:23.392,þÀ334B 4B52 E4A0
2015-10-16T06:47:41.374,þ€3FFF C000 E290
2015-10-16T06:47:42.361,þÀ334B 4B52 E59E
2015-10-16T06:47:43.345,þ€334B 4B52 E298
2015-10-16T06:48:04.081,þÀE000 0000 E191
2015-10-16T06:48:05.068,þ€334B 4B52 E492
2015-10-16T06:48:30.768,þÀ334B 4B52 E59E
2015-10-16T06:48:31.755,þ€334B 4B52 E497
2015-10-16T06:49:01.906,þÀ334B 4B52 E59F
2015-10-16T06:49:02.893,þ€334B 4B52 E595
2015-10-16T06:49:42.219,þÀ334B 4B52 E398
2015-10-16T06:49:43.205,þ€334B 4B52 E5A3
2015-10-16T06:50:20.890,þÀ334B 4B52 E29B
2015-10-16T06:50:21.876,þ€334B 4B52 E499
2015-10-16T06:50:52.872,þÀ334B 4B52 E395
2015-10-16T06:50:53.858,þ€334B 4B52 E49C
2015-10-16T06:51:19.454,þÀ334B 4B52 E5A0
2015-10-16T06:51:20.441,þ€334B 4B52 E39B
2015-10-16T06:51:43.326,þÀ334B 4B52 E49D
2015-10-16T06:51:44.313,þ€334B 4B52 E496
2015-10-16T06:52:04.150,þÀ334B 4B52 E4A0
