Detection_date,Detection_time,Tag_ID,Signal_strength,Connection,Unit,Session_date,Session_time
01-Jan-2000,00:00:00.830,A3FE B39D,2F,D7,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:00:05.836,34D5 31D3,33,63,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:00:07.785,66AA 99B4,D5,86,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:00:09.734,66AA 99B4,D7,8A,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:00:11.682,66AA 99B4,D1,92,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:00:13.630,66AA 99B4,D1,94,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:00:15.577,66AA 99B4,D8,8B,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:00:17.524,66AA 99B4,D9,8D,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:00:19.472,66AA 99B4,D8,91,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:00:21.419,66AA 99B4,D8,8B,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:00:23.367,66AA 99B4,D6,85,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:00:25.314,66AA 99B4,D8,8E,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:00:27.262,66AA 99B4,D6,87,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:00:29.209,66AA 99B4,DA,8F,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:00:31.155,66AA 99B4,D9,8F,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:00:33.103,66AA 99B4,D7,8A,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:00:35.050,66AA 99B4,D9,8F,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:00:36.997,66AA 99B4,DA,8E,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:00:38.945,66AA 99B4,DA,91,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:00:40.893,66AA 99B4,DA,8C,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:00:46.736,66AA 99B4,DB,8B,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:00:48.685,66AA 99B4,CE,92,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:00:50.634,66AA 99B4,CE,95,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:00:52.579,66AA 99B4,CE,AB,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:00:54.524,66AA 99B4,D9,8B,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:00:56.470,66AA 99B4,D6,8C,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:00:58.417,66AA 99B4,CB,A1,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:01:00.363,66AA 99B4,CF,90,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:01:02.307,66AA 99B4,DA,88,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:01:04.249,66AA 99B4,CF,94,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:01:04.412,66AA 9000,CC,96,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:01:08.514,5555 2A52,CA,A7,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:05:14.549,5555 2A52,C5,DA,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:06:41.852,66AA 99B4,C6,C9,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:06:54.817,5555 2A52,CE,90,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:07:03.166,5555 2A52,DE,8B,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:07:05.216,5555 2A52,D1,8E,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:07:47.500,5555 2A52,E3,91,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:07:51.727,5555 2A52,CC,9B,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:08:26.349,66AA 9934,C1,E6,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:08:48.129,334B 2000,E6,87,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:18:19.763,5555 2A52,DD,8A,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:18:58.729,5555 2A52,E5,8E,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:19:00.779,5555 2A52,D5,8C,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:21:31.809,5555 2A52,D2,88,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:21:33.859,5555 2A52,D2,92,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:21:50.582,5555 2A52,CE,99,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:21:52.567,334B 2D2A,C8,CA,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:21:59.695,334B 2D2A,CC,94,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:22:01.688,5555 0A52,C5,CF,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:22:03.631,66AA 99B4,CD,9C,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:23:07.715,4000 0000,CE,8A,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:24:08.637,5555 2A52,D4,87,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:24:35.223,66AA 91B4,C3,E2,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:24:51.461,5555 2A00,E2,8C,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:25:21.357,6000 0000,C2,90,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:27:00.404,5555 2A50,E2,9F,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:27:02.390,334B 2D2A,C8,B2,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:27:04.373,334B 2D2A,CC,9F,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:28:45.360,3348 0000,DC,83,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:28:47.343,334B 2D2A,E8,92,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:28:49.328,334B 2D2A,E5,89,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:28:51.312,334B 2D2A,E6,87,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:28:53.296,334B 2D2A,E6,8F,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:28:55.280,334B 2D2A,E6,8D,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:29:04.420,334B 2D2A,CF,8D,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:29:06.363,66AA 99B4,C9,BA,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:29:15.368,66A8 0000,CF,98,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:29:17.314,66AA 99B4,CC,A3,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:29:19.259,66AA 19B4,C6,DA,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:29:21.204,66AA 99B4,CE,92,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:29:22.198,66AA 99B4,CF,8C,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:29:23.148,334B 2D2A,D5,89,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:29:25.093,66AA 99B4,CE,A0,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:29:27.036,66AA 99B4,CE,9E,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:30:22.013,66AA 99A0,CD,A6,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:30:23.962,66AA 99B4,C8,CC,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:31:11.233,66AA 99B4,C8,BE,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:31:13.182,66AA 99B4,C6,CE,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:31:15.131,66AA 9894,C6,F1,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:31:32.662,66AA 91A4,C4,E9,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:31:34.609,66AA 99B4,D8,8F,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:31:36.556,66AA 99B4,D1,8E,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:31:38.504,66AA 99B4,CB,AD,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:31:40.451,66AA 99B4,CA,A9,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:31:42.396,66AA 99B4,CF,99,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:31:44.530,66AA 99B4,D1,91,Unit3,01-Jan-2000,00:00:00.146
01-Jan-2000,00:31:48.500,334B 2D2A,E5,93,Unit3,01-Jan-2000,00:00:00.146
