Detection_date,Detection_time,Tag_ID,Signal_strength,Connection,Session_date,Session_time
25-Mar-2015,09:17:37.521,BE57 7EFF,9F,C5,25-Mar-2015,09:17:37.016
25-Mar-2015,09:41:56.488,BE57 7EFF,3F,C5,25-Mar-2015,09:41:56.017
25-Mar-2015,09:54:52.237,7DBB 40FA,8A,58,25-Mar-2015,09:41:56.017
25-Mar-2015,10:19:30.082,0020 4280,C6,FF,25-Mar-2015,09:41:56.017
25-Mar-2015,10:20:04.671,0000 0C01,C5,FE,25-Mar-2015,09:41:56.017
25-Mar-2015,11:07:00.623,4014 0D00,C8,FF,25-Mar-2015,09:41:56.017
25-Mar-2015,11:09:31.649,2441 0004,CA,FF,25-Mar-2015,09:41:56.017
25-Mar-2015,11:26:03.719,0204 6230,C5,FF,25-Mar-2015,09:41:56.017
25-Mar-2015,11:50:15.681,2010 0304,C2,FF,25-Mar-2015,09:41:56.017
25-Mar-2015,17:11:21.493,1000 00A0,C4,FF,25-Mar-2015,09:41:56.017
25-Mar-2015,17:32:40.432,0110 1A00,C3,FF,25-Mar-2015,09:41:56.017
25-Mar-2015,17:39:43.570,0008 0600,C4,FC,25-Mar-2015,09:41:56.017
25-Mar-2015,17:45:16.675,0382 9B44,C6,FF,25-Mar-2015,09:41:56.017
25-Mar-2015,17:57:40.679,0804 0C20,C5,FF,25-Mar-2015,09:41:56.017
25-Mar-2015,18:00:45.020,2102 0D00,C4,F8,25-Mar-2015,09:41:56.017
25-Mar-2015,18:03:01.888,0010 0002,C7,FF,25-Mar-2015,09:41:56.017
25-Mar-2015,18:03:25.044,0104 0808,C7,FF,25-Mar-2015,09:41:56.017
25-Mar-2015,18:14:23.604,2004 C000,C4,FF,25-Mar-2015,09:41:56.017
25-Mar-2015,18:27:35.639,0000 1028,C7,FF,25-Mar-2015,09:41:56.017
25-Mar-2015,18:51:56.650,6040 8500,C1,FF,25-Mar-2015,09:41:56.017
25-Mar-2015,18:53:14.913,9100 0C01,C7,F3,25-Mar-2015,09:41:56.017
25-Mar-2015,19:09:35.197,0240 0408,C4,FF,25-Mar-2015,09:41:56.017
25-Mar-2015,19:13:40.584,4000 4810,C4,FF,25-Mar-2015,09:41:56.017
25-Mar-2015,19:19:08.283,1810 8028,C6,FF,25-Mar-2015,09:41:56.017
25-Mar-2015,19:20:15.936,0041 2000,C8,FB,25-Mar-2015,09:41:56.017
25-Mar-2015,19:25:37.691,0002 0600,C1,FF,25-Mar-2015,09:41:56.017
25-Mar-2015,19:30:52.689,2020 0001,C6,FF,25-Mar-2015,09:41:56.017
25-Mar-2015,19:56:59.651,0040 6802,C7,FF,25-Mar-2015,09:41:56.017
25-Mar-2015,19:57:30.504,8480 2021,C9,FF,25-Mar-2015,09:41:56.017
25-Mar-2015,19:58:08.150,0C14 0804,C6,FF,25-Mar-2015,09:41:56.017
25-Mar-2015,20:01:15.717,0CB1 0081,C4,FF,25-Mar-2015,09:41:56.017
25-Mar-2015,20:11:23.660,06A2 0011,C3,FF,25-Mar-2015,09:41:56.017
25-Mar-2015,20:12:38.365,8202 0038,C9,FF,25-Mar-2015,09:41:56.017
25-Mar-2015,20:16:36.327,0000 0000,C8,FF,25-Mar-2015,09:41:56.017
25-Mar-2015,20:21:12.329,1100 0200,C7,FF,25-Mar-2015,09:41:56.017
25-Mar-2015,20:30:51.276,0004 8402,C3,FF,25-Mar-2015,09:41:56.017
25-Mar-2015,20:33:12.406,8000 4002,C5,FF,25-Mar-2015,09:41:56.017
25-Mar-2015,20:33:22.932,2820 0440,C5,FF,25-Mar-2015,09:41:56.017
25-Mar-2015,20:44:25.972,0000 0000,C8,FF,25-Mar-2015,09:41:56.017
25-Mar-2015,20:45:11.195,14C4 0000,C6,FF,25-Mar-2015,09:41:56.017
25-Mar-2015,20:55:49.166,4140 4042,C4,FF,25-Mar-2015,09:41:56.017
25-Mar-2015,20:56:31.031,8005 0C0C,C3,FF,25-Mar-2015,09:41:56.017
25-Mar-2015,21:00:13.575,020C 8804,C4,FF,25-Mar-2015,09:41:56.017
25-Mar-2015,21:06:26.326,1840 8018,C4,F6,25-Mar-2015,09:41:56.017
25-Mar-2015,21:08:40.764,2080 0288,C8,FF,25-Mar-2015,09:41:56.017
25-Mar-2015,21:12:05.769,0405 4409,C5,FF,25-Mar-2015,09:41:56.017
25-Mar-2015,21:13:35.772,1020 2044,C3,FF,25-Mar-2015,09:41:56.017
25-Mar-2015,21:15:04.503,8200 1121,C8,FF,25-Mar-2015,09:41:56.017
25-Mar-2015,21:30:39.716,A820 C483,C4,FF,25-Mar-2015,09:41:56.017
25-Mar-2015,21:36:49.649,0000 00E1,C1,FF,25-Mar-2015,09:41:56.017
25-Mar-2015,21:42:20.190,00C4 0080,C8,FF,25-Mar-2015,09:41:56.017
25-Mar-2015,21:43:15.608,0030 2648,C4,FF,25-Mar-2015,09:41:56.017
25-Mar-2015,21:49:07.850,0012 0080,C7,FF,25-Mar-2015,09:41:56.017
25-Mar-2015,21:53:03.691,0103 8120,C6,FF,25-Mar-2015,09:41:56.017
