Detection_date,Detection_time,Tag_ID,Signal_strength,Connection,Session_date,Session_time20-Sep-2014,00:03:49.519,0010 8862, C,4F,18-Sep-2014,09:20:01.049
20-Sep-2014,00:04:59.604,00A0 0550, C,2F,18-Sep-2014,09:20:01.049
20-Sep-2014,00:14:30.542,4880 6958, C,4F,18-Sep-2014,09:20:01.049
20-Sep-2014,00:15:10.275,0482 470A, C,6F,18-Sep-2014,09:20:01.049
20-Sep-2014,00:21:08.190,8018 4180, C,4F,18-Sep-2014,09:20:01.049
20-Sep-2014,00:25:33.166,2401 0040, C,7F,18-Sep-2014,09:20:01.049
20-Sep-2014,00:41:48.654,2000 2009, C,4F,18-Sep-2014,09:20:01.049
20-Sep-2014,00:46:01.002,022A 7000, C,8F,18-Sep-2014,09:20:01.049
20-Sep-2014,00:52:33.246,0100 0A10, C,4F,18-Sep-2014,09:20:01.049
20-Sep-2014,00:53:55.091,94D0 0800, C,4F,18-Sep-2014,09:20:01.049
20-Sep-2014,00:54:02.432,1048 0011, C,9F,18-Sep-2014,09:20:01.049
20-Sep-2014,00:57:02.355,2000 E801, C,4F,18-Sep-2014,09:20:01.049
20-Sep-2014,01:00:09.279,0A81 0080, C,8F,18-Sep-2014,09:20:01.049
20-Sep-2014,01:00:12.824,29A2 8109, C,7F,18-Sep-2014,09:20:01.049
20-Sep-2014,01:14:00.013,4602 400D, C,5F,18-Sep-2014,09:20:01.049
20-Sep-2014,01:16:25.119,4400 5100, C,4F,18-Sep-2014,09:20:01.049
20-Sep-2014,01:18:36.401,0003 2510, C,9F,18-Sep-2014,09:20:01.049
20-Sep-2014,01:24:00.576,0090 8112, C,2F,18-Sep-2014,09:20:01.049
20-Sep-2014,01:27:17.211,483C 4011, C,4F,18-Sep-2014,09:20:01.049
20-Sep-2014,01:31:07.856,0000 3440, C,6F,18-Sep-2014,09:20:01.049
20-Sep-2014,01:34:04.802,04C0 8210, C,4F,18-Sep-2014,09:20:01.049
20-Sep-2014,01:35:35.920,8888 2C88, C,5F,18-Sep-2014,09:20:01.049
20-Sep-2014,01:35:40.122,0295 4001, C,3F,18-Sep-2014,09:20:01.049
20-Sep-2014,01:38:24.565,0004 2200, C,8F,18-Sep-2014,09:20:01.049
20-Sep-2014,01:40:32.643,0002 29C0, C,8F,18-Sep-2014,09:20:01.049
20-Sep-2014,01:46:21.476,0C80 0520, C,2F,18-Sep-2014,09:20:01.049
20-Sep-2014,01:50:06.159,3920 4084, C,3F,18-Sep-2014,09:20:01.049
20-Sep-2014,01:50:49.046,2008 A418, C,4F,18-Sep-2014,09:20:01.049
20-Sep-2014,01:53:26.847,0A58 4606, C,6F,18-Sep-2014,09:20:01.049
20-Sep-2014,02:02:18.899,5C20 0400, C,4F,18-Sep-2014,09:20:01.049
20-Sep-2014,02:16:34.126,0204 0101, C,3F,18-Sep-2014,09:20:01.049
20-Sep-2014,02:18:34.751,0918 4040, C,8F,18-Sep-2014,09:20:01.049
20-Sep-2014,02:30:46.392,C003 2042, C,5F,18-Sep-2014,09:20:01.049
