Detection_date,Detection_time,Tag_ID,Signal_strength,Connection,Session_date,Session_time
01-Jan-2000,00:00:00.830,A3FE B39D,2F,D7,01-Jan-2000,00:00:00.146
01-Jan-2000,00:00:05.836,34D5 31D3,33,63,01-Jan-2000,00:00:00.146
01-Jan-2000,00:00:07.785,66AA 99B4,D5,86,01-Jan-2000,00:00:00.146
01-Jan-2000,00:00:09.734,66AA 99B4,D7,8A,01-Jan-2000,00:00:00.146
01-Jan-2000,00:00:11.682,66AA 99B4,D1,92,01-Jan-2000,00:00:00.146
01-Jan-2000,00:00:13.630,66AA 99B4,D1,94,01-Jan-2000,00:00:00.146
01-Jan-2000,00:00:15.577,66AA 99B4,D8,8B,01-Jan-2000,00:00:00.146
01-Jan-2000,00:00:17.524,66AA 99B4,D9,8D,01-Jan-2000,00:00:00.146
01-Jan-2000,00:00:19.472,66AA 99B4,D8,91,01-Jan-2000,00:00:00.146
01-Jan-2000,00:00:21.419,66AA 99B4,D8,8B,01-Jan-2000,00:00:00.146
01-Jan-2000,00:00:23.367,66AA 99B4,D6,85,01-Jan-2000,00:00:00.146
01-Jan-2000,00:00:25.314,66AA 99B4,D8,8E,01-Jan-2000,00:00:00.146
01-Jan-2000,00:00:27.262,66AA 99B4,D6,87,01-Jan-2000,00:00:00.146
01-Jan-2000,00:00:29.209,66AA 99B4,DA,8F,01-Jan-2000,00:00:00.146
01-Jan-2000,00:00:31.155,66AA 99B4,D9,8F,01-Jan-2000,00:00:00.146
01-Jan-2000,00:00:33.103,66AA 99B4,D7,8A,01-Jan-2000,00:00:00.146
01-Jan-2000,00:00:35.050,66AA 99B4,D9,8F,01-Jan-2000,00:00:00.146
01-Jan-2000,00:00:36.997,66AA 99B4,DA,8E,01-Jan-2000,00:00:00.146
01-Jan-2000,00:00:38.945,66AA 99B4,DA,91,01-Jan-2000,00:00:00.146
01-Jan-2000,00:00:40.893,66AA 99B4,DA,8C,01-Jan-2000,00:00:00.146
01-Jan-2000,00:00:46.736,66AA 99B4,DB,8B,01-Jan-2000,00:00:00.146
01-Jan-2000,00:00:48.685,66AA 99B4,CE,92,01-Jan-2000,00:00:00.146
01-Jan-2000,00:00:50.634,66AA 99B4,CE,95,01-Jan-2000,00:00:00.146
01-Jan-2000,00:00:52.579,66AA 99B4,CE,AB,01-Jan-2000,00:00:00.146
01-Jan-2000,00:00:54.524,66AA 99B4,D9,8B,01-Jan-2000,00:00:00.146
01-Jan-2000,00:00:56.470,66AA 99B4,D6,8C,01-Jan-2000,00:00:00.146
01-Jan-2000,00:00:58.417,66AA 99B4,CB,A1,01-Jan-2000,00:00:00.146
01-Jan-2000,00:01:00.363,66AA 99B4,CF,90,01-Jan-2000,00:00:00.146
01-Jan-2000,00:01:02.307,66AA 99B4,DA,88,01-Jan-2000,00:00:00.146
01-Jan-2000,00:01:04.249,66AA 99B4,CF,94,01-Jan-2000,00:00:00.146
01-Jan-2000,00:01:04.412,66AA 9000,CC,96,01-Jan-2000,00:00:00.146
01-Jan-2000,00:01:08.514,5555 2A52,CA,A7,01-Jan-2000,00:00:00.146
01-Jan-2000,00:05:14.549,5555 2A52,C5,DA,01-Jan-2000,00:00:00.146
01-Jan-2000,00:06:41.852,66AA 99B4,C6,C9,01-Jan-2000,00:00:00.146
